107989;-169948;47709;26242;2;2
124183;-189525;48721;25018;1;2
118303;-169062;48353;26297;8;2
113192;-166839;48034;26436;1;2
107668;-182631;47689;25449;8;2
124234;-188075;48724;25109;8;2
114362;-172593;48107;26076;2;2
108103;-175723;47716;25881;1;2
128121;-174010;48967;25988;4;2
103186;-167869;47409;26372;8;2
118131;-166719;48343;26444;1;2
102763;-180208;47382;25601;2;2
109438;-164034;47799;26611;4;2
123614;-188261;48685;25097;4;2
127287;-166683;48915;26446;2;2
129377;-163957;49046;26616;8;2
118765;-165811;48382;26500;4;2
113800;-185657;48072;25260;1;2
106002;-165144;47585;26542;1;2
114062;-184866;48088;25309;2;2
102678;-176361;47377;25841;1;2
117361;-189794;48295;25001;2;2
116785;-169610;48259;26263;8;2
125739;-185090;48818;25295;1;2
123475;-189247;48677;25036;1;2
119118;-191255;48404;24910;2;2
123827;-180937;48699;25555;2;2
125290;-195385;48790;24652;1;2
105014;-190241;47523;24973;4;2
113232;-186155;48037;25229;2;2
122218;-185521;48598;25268;2;2
117818;-170615;48323;26200;4;2
126983;-184584;48896;25327;8;2
116178;-188417;48221;25087;8;2
107731;-171618;47693;26137;4;2
106595;-164599;47622;26576;4;2
114555;-187479;48119;25146;1;2
128890;-179665;49015;25634;4;2
118488;-165260;48365;26535;8;2
127358;-183177;48919;25415;1;2
113998;-170133;48084;26230;4;2
117020;-192017;48273;24862;4;2
128539;-184438;48993;25336;1;2
114249;-185767;48100;25253;2;2
103149;-177977;47406;25740;8;2
105116;-191208;47529;24913;4;2
123191;-173316;48659;26031;2;2
109317;-179999;47792;25614;4;2
122422;-186229;48611;25224;1;2
125328;-165383;48793;26527;2;2
118213;-181701;48348;25507;2;2
103023;-167667;47398;26384;1;2
123175;-181570;48658;25515;2;2
109617;-189453;47811;25023;1;2
108092;-192416;47715;24838;4;2
128209;-169513;48973;26269;4;2
121815;-177123;48573;25793;2;2
104484;-190045;47490;24986;8;2
123038;-170731;48649;26193;8;2
121716;-184534;48567;25330;4;2
107075;-168464;47652;26335;2;2
120008;-180758;48460;25566;8;2
128449;-169633;48988;26261;4;2
118013;-168498;48335;26332;1;2
104034;-170213;47462;26225;1;2
121705;-178454;48566;25710;8;2
115569;-168432;48183;26337;2;2
124286;-168611;48727;26325;8;2
104704;-175395;47504;25901;2;2
115614;-163854;48185;26623;1;2
102685;-175483;47377;25896;4;2
117133;-190415;48280;24963;4;2
129704;-186630;49066;25199;8;2
127382;-182120;48921;25481;4;2
107420;-184928;47673;25306;1;2
106726;-196489;47630;24583;8;2
107106;-176695;47654;25820;8;2
113537;-188437;48056;25086;4;2
125708;-188340;48816;25092;1;2
107489;-196399;47678;24589;1;2
104410;-164184;47485;26602;8;2
118714;-185083;48379;25296;2;2
101958;-174090;47332;25983;8;2
107884;-189261;47702;25035;2;2
121756;-166757;48569;26441;4;2
130032;-183253;49087;25410;1;2
130049;-173047;49088;26048;2;2
107397;-178076;47672;25734;8;2
113367;-167355;48045;26404;1;2
127318;-167846;48917;26373;2;2
124438;-180578;48737;25577;4;2
99978;-170982;47208;26177;2;2
108312;-188851;47729;25060;2;2
105549;-182645;47556;25448;4;2
109817;-187443;47823;25148;8;2
129708;-178333;49066;25718;2;2
123939;-170708;48706;26194;4;2
113995;-166577;48084;26452;2;2
111048;-172688;47900;26071;4;2
114277;-186981;48102;25177;4;2
103378;-181234;47421;25536;2;2
124186;-186653;48721;25198;2;2
107535;-187680;47680;25134;4;2
129764;-164193;49070;26601;8;2
119366;-171838;48420;26124;2;2
106150;-182448;47594;25461;4;2
106073;-185401;47589;25276;8;2
112296;-190998;47978;24926;1;2
115989;-186161;48209;25228;2;2
105293;-175242;47540;25911;2;2
110983;-178871;47896;25684;1;2
123684;-167511;48690;26394;8;2
103994;-181280;47459;25534;1;2
105837;-164322;47574;26593;8;2
99381;-183390;47171;25402;1;2
112220;-178061;47973;25735;1;2
113558;-196273;48057;24596;1;2
117439;-165990;48299;26489;8;2
116651;-168536;48250;26330;4;2
103048;-178856;47400;25685;2;2
119264;-190769;48414;24940;4;2
130478;-167743;49114;26380;4;2
110409;-172134;47860;26105;2;2
118449;-182643;48363;25448;4;2
107716;-185919;47692;25244;1;2
111359;-177709;47919;25757;1;2
127229;-190736;48911;24943;4;2
127359;-165453;48919;26523;1;2
108541;-183194;47743;25414;2;2
121821;-195516;48573;24644;8;2
122854;-165525;48638;26518;4;2
106701;-192813;47628;24813;4;2
126025;-189525;48836;25018;1;2
106010;-184736;47585;25318;2;2
124821;-189872;48761;24997;1;2
103706;-182403;47441;25463;2;2
109590;-189578;47809;25015;8;2
119039;-184746;48399;25317;8;2
112463;-171887;47988;26121;1;2
105197;-173620;47534;26012;4;2
111445;-175363;47925;25903;8;2
109361;-188870;47795;25059;1;2
113616;-178774;48061;25690;1;2
116545;-188250;48244;25098;8;2
102562;-173027;47370;26049;8;2
108384;-192101;47734;24857;2;2
126196;-187863;48847;25122;4;2
114119;-165686;48092;26508;1;2
119784;-177374;48446;25778;8;2
113942;-189618;48081;25012;4;2
123082;-186016;48652;25238;2;2
113338;-173407;48043;26026;2;2
113741;-174942;48068;25930;8;2
126000;-193326;48835;24781;2;2
129561;-194274;49057;24721;4;2
108832;-189229;47762;25037;4;2
122755;-189174;48632;25040;8;2
128829;-165612;49011;26513;4;2
112068;-181217;47964;25537;1;2
118822;-170407;48386;26213;4;2
102158;-178372;47344;25715;4;2
118428;-190383;48361;24965;1;2
124802;-194327;48760;24718;2;2
108234;-175699;47724;25882;8;2
127775;-190504;48945;24957;4;2
125774;-164420;48820;26587;8;2
118665;-187469;48376;25147;2;2
111215;-165946;47910;26492;8;2
114093;-179102;48090;25670;2;2
111337;-196039;47918;24611;2;2
