124074;-181720;48714;25506;1;11
112281;-167178;47977;26415;4;11
110776;-168931;47883;26305;4;11
118680;-168166;48377;26353;2;11
108757;-167556;47757;26391;4;11
106867;-172517;47639;26081;2;11
109145;-169669;47781;26259;4;11
123271;-182385;48664;25464;1;11
113249;-170896;48038;26183;1;11
113901;-169204;48078;26288;8;11
124361;-173371;48732;26028;1;11
113045;-170474;48025;26209;2;11
107769;-176727;47695;25818;1;11
115586;-182361;48184;25466;1;11
110176;-170003;47846;26238;1;11
109010;-168262;47773;26347;8;11
119213;-168149;48410;26354;8;11
106707;-173419;47629;26025;4;11
115716;-183575;48192;25390;1;11
112304;-167915;47979;26369;2;11
107677;-172924;47689;26056;4;11
111097;-169087;47903;26296;8;11
106825;-175864;47636;25872;2;11
123183;-193908;48658;24744;4;11
116196;-178401;48222;25713;2;11
112479;-168143;47989;26355;8;11
110939;-169330;47893;26280;8;11
109825;-170063;47824;26235;2;11
125112;-173053;48779;26048;2;11
110417;-168246;47861;26348;2;11
113365;-170684;48045;26196;1;11
123557;-182049;48682;25485;2;11
111339;-168008;47918;26363;8;11
110005;-171135;47835;26168;1;11
111414;-169650;47923;26260;2;11
117851;-182447;48325;25461;8;11
114405;-178869;48110;25684;2;11
114601;-179330;48122;25655;8;11
106276;-175305;47602;25907;8;11
110695;-167570;47878;26390;8;11
112127;-166557;47967;26454;1;11
110417;-169489;47861;26270;8;11
113682;-169784;48065;26252;4;11
107095;-172632;47653;26074;1;11
107933;-165344;47705;26530;2;11
125327;-173172;48792;26040;4;11
109566;-169036;47807;26299;4;11
111636;-170003;47937;26238;1;11
110154;-168876;47844;26309;4;11
120813;-193557;48510;24766;1;11
109620;-168084;47811;26358;2;11
111388;-167534;47921;26393;2;11
119287;-182140;48415;25480;4;11
112264;-167614;47976;26388;1;11
124745;-173432;48756;26024;8;11
113755;-169787;48069;26252;1;11
107082;-173903;47652;25995;8;11
126195;-172667;48847;26072;2;11
110920;-170980;47892;26177;1;11
105902;-174409;47578;25963;4;11
116048;-178840;48213;25686;1;11
110970;-170039;47895;26236;4;11
109501;-165012;47803;26550;1;11
107578;-176470;47683;25834;8;11
125867;-172532;48826;26080;4;11
111905;-169155;47954;26291;1;11
116071;-178659;48214;25697;1;11
111479;-169076;47927;26296;2;11
109254;-170053;47788;26235;4;11
111581;-168151;47933;26354;4;11
116201;-183378;48222;25402;1;11
106336;-176789;47606;25814;4;11
113456;-171086;48051;26171;1;11
120306;-168598;48479;26326;4;11
109778;-168860;47821;26310;2;11
111220;-170390;47911;26214;8;11
105633;-173555;47562;26016;1;11
107949;-165167;47706;26541;2;11
111801;-167416;47947;26400;8;11
112169;-170758;47970;26191;4;11
109306;-170392;47791;26214;4;11
111906;-167926;47954;26368;4;11
124000;-174165;48710;25978;2;11
107593;-176399;47684;25839;2;11
106746;-173065;47631;26047;1;11
119523;-168488;48430;26333;1;11
111946;-170826;47956;26187;1;11
108458;-165621;47738;26512;8;11
116228;-177386;48224;25777;2;11
121062;-188354;48526;25091;4;11
125604;-172971;48810;26053;1;11
111517;-171128;47929;26168;1;11
110093;-169321;47840;26281;4;11
109785;-168981;47821;26302;8;11
106316;-173768;47604;26003;8;11
119952;-181846;48457;25498;1;11
109204;-169244;47785;26286;8;11
120754;-188125;48507;25106;8;11
108052;-165345;47713;26529;2;11
121372;-188302;48545;25095;1;11
110566;-170528;47870;26206;2;11
106170;-175180;47595;25915;1;11
113827;-169667;48074;26259;8;11
115548;-185195;48181;25289;8;11
107835;-176516;47699;25831;2;11
111974;-166637;47958;26449;8;11
110064;-168011;47839;26363;8;11
109307;-168657;47791;26322;2;11
128917;-194871;49017;24684;8;11
111875;-167084;47952;26421;2;11
106575;-175370;47620;25903;2;11
116848;-178644;48263;25698;1;11
111751;-166513;47944;26456;2;11
110247;-167474;47850;26396;8;11
108822;-165053;47761;26548;4;11
116969;-179400;48270;25651;2;11
107377;-172810;47671;26063;1;11
123485;-181822;48677;25500;2;11
113748;-169319;48069;26281;4;11
109992;-169533;47834;26268;8;11
112461;-168394;47988;26339;1;11
120576;-188603;48496;25076;2;11
119302;-168243;48416;26348;4;11
108603;-174113;47747;25981;8;11
112506;-175482;47991;25896;1;11
109952;-171025;47832;26174;8;11
106923;-173539;47642;26017;1;11
109429;-168640;47799;26324;8;11
111650;-167811;47938;26375;4;11
109010;-168826;47773;26312;8;11
110628;-168658;47874;26322;1;11
108800;-170267;47760;26222;2;11
117065;-180911;48276;25557;8;11
107576;-165432;47683;26524;2;11
114654;-178341;48125;25717;2;11
113115;-169400;48029;26276;4;11
108985;-168393;47771;26339;1;11
125291;-172581;48790;26077;4;11
115741;-182052;48193;25485;2;11
123487;-181742;48677;25505;2;11
108318;-165567;47729;26516;2;11
117373;-183721;48295;25381;1;11
113190;-169802;48034;26251;4;11
108709;-168820;47754;26312;1;11
111044;-169976;47900;26240;4;11
117166;-183292;48282;25408;2;11
113545;-169593;48056;26264;2;11
110853;-170310;47888;26219;4;11
115993;-181265;48209;25534;8;11
109945;-167762;47831;26378;1;11
109160;-165414;47782;26525;1;11
108667;-176029;47751;25862;2;11
118122;-171699;48342;26132;4;11
110918;-168002;47892;26363;1;11
111806;-168090;47947;26358;4;11
112700;-170097;48003;26232;4;11
109057;-168350;47776;26342;8;11
108883;-167677;47765;26384;4;11
119461;-168611;48426;26325;4;11
120762;-193584;48507;24765;4;11
109214;-175735;47785;25880;1;11
108715;-167700;47754;26382;4;11
108443;-173617;47737;26012;1;11
112620;-175247;47998;25911;1;11
110811;-169154;47885;26291;2;11
110763;-170721;47882;26193;8;11
111001;-167400;47897;26401;4;11
111468;-168624;47926;26325;4;11
115873;-183736;48202;25380;8;11
109526;-174767;47805;25941;4;11
124012;-174249;48710;25973;2;11
115480;-183441;48177;25398;1;11
116632;-184138;48249;25355;4;11
119766;-181857;48445;25497;2;11
111847;-167269;47950;26409;1;11
108230;-176217;47724;25850;2;11
109222;-168448;47786;26336;2;11
112202;-170688;47972;26196;2;11
113475;-171207;48052;26163;2;11
109874;-169616;47827;26263;4;11
128981;-194851;49021;24685;8;11
111545;-167425;47931;26399;4;11
110219;-169609;47848;26263;8;11
109581;-165604;47808;26513;8;11
117418;-183036;48298;25424;2;11
117391;-181613;48296;25513;2;11
113456;-169116;48051;26294;8;11
110519;-170497;47867;26207;4;11
110590;-167148;47871;26417;1;11
114392;-178773;48109;25690;8;11
112226;-167614;47974;26388;8;11
111869;-171053;47951;26173;4;11
110423;-170057;47861;26235;2;11
111646;-168675;47937;26321;2;11
108828;-175598;47761;25889;2;11
105918;-176661;47579;25822;1;11
117280;-183759;48290;25379;8;11
112235;-170401;47974;26213;2;11
110852;-167863;47888;26372;8;11
119255;-182130;48413;25480;2;11
109640;-169421;47812;26275;2;11
121055;-188450;48525;25085;4;11
111450;-170787;47925;26189;2;11
112842;-169115;48012;26294;4;11
118900;-168586;48391;26327;1;11
110150;-171080;47844;26171;4;11
110363;-165063;47857;26547;8;11
129840;-190808;49075;24938;1;11
112299;-167569;47978;26390;1;11
120870;-168246;48514;26348;8;11
108927;-168131;47767;26355;2;11
116748;-183890;48256;25370;8;11
123057;-175129;48651;25918;2;11
110167;-168167;47845;26353;4;11
125133;-172717;48780;26069;2;11
114576;-178870;48121;25684;1;11
113233;-169544;48037;26267;2;11
111707;-168955;47941;26304;1;11
126099;-172551;48841;26079;2;11
111609;-167006;47935;26426;2;11
112455;-167788;47988;26377;1;11
109638;-169673;47812;26259;8;11
123842;-181572;48700;25515;4;11
129933;-176882;49080;25808;1;11
116899;-195395;48266;24651;8;11
117157;-183040;48282;25424;4;11
112067;-170134;47964;26230;2;11
111917;-167635;47954;26386;2;11
107971;-176297;47708;25845;2;11
107914;-165235;47704;26536;8;11
115175;-176814;48158;25813;2;11
112060;-167106;47963;26419;1;11
118575;-168118;48370;26356;4;11
109986;-170600;47834;26201;1;11
112133;-167384;47968;26402;8;11
107570;-176578;47683;25827;2;11
111256;-166286;47913;26471;2;11
112264;-170708;47976;26194;2;11
116227;-184177;48224;25352;8;11
107416;-176123;47673;25856;2;11
109870;-174512;47826;25957;1;11
116467;-180076;48239;25609;1;11
115423;-176686;48173;25821;2;11
116067;-183882;48214;25371;2;11
110269;-170779;47851;26190;2;11
111873;-167836;47952;26374;2;11
109818;-169209;47823;26288;2;11
107556;-176293;47682;25845;1;11
115679;-182595;48189;25451;4;11
111882;-167735;47952;26380;2;11
110538;-168296;47868;26345;2;11
108967;-165656;47770;26510;8;11
106110;-173358;47591;26029;8;11
106285;-174187;47602;25977;8;11
111546;-167275;47931;26409;2;11
107167;-173923;47657;25993;4;11
106813;-172462;47635;26085;4;11
109733;-170771;47818;26190;8;11
111889;-168646;47953;26323;2;11
119378;-168405;48421;26338;8;11
110010;-169530;47835;26268;4;11
110842;-170367;47887;26216;1;11
110775;-167016;47883;26425;4;11
111546;-167292;47931;26408;4;11
110361;-171039;47857;26174;8;11
108365;-176216;47732;25850;8;11
111658;-167136;47938;26418;1;11
108254;-164865;47725;26559;1;11
112292;-169798;47978;26251;4;11
106206;-175161;47597;25916;1;11
116085;-180313;48215;25594;1;11
114544;-178661;48119;25697;2;11
115155;-179401;48157;25651;1;11
112256;-170388;47976;26214;2;11
114513;-177419;48117;25775;1;11
114572;-178427;48120;25712;2;11
123518;-166748;48679;26442;1;11
109695;-169775;47815;26253;1;11
116545;-180043;48244;25611;2;11
116272;-184293;48227;25345;1;11
113173;-170464;48033;26210;1;11
107257;-176138;47663;25855;4;11
125817;-173187;48823;26039;8;11
121522;-168523;48555;26331;2;11
112225;-170865;47974;26184;4;11
110530;-170232;47868;26224;2;11
113527;-169726;48055;26256;8;11
112250;-169268;47975;26284;1;11
112256;-168232;47976;26349;2;11
106690;-176994;47628;25801;2;11
112441;-170338;47987;26217;1;11
112719;-170417;48004;26212;2;11
120909;-168370;48516;26340;4;11
115403;-177394;48172;25776;8;11
109557;-169084;47807;26296;4;11
109907;-167557;47829;26391;2;11
109362;-168100;47795;26357;1;11
107667;-172563;47689;26078;4;11
106004;-174069;47585;25984;8;11
108928;-169333;47768;26280;4;11
108066;-165037;47714;26549;2;11
109087;-169201;47777;26288;8;11
123980;-173613;48708;26013;1;11
107822;-176788;47698;25814;4;11
123523;-181435;48680;25524;4;11
130503;-193075;49116;24796;2;11
116132;-185118;48218;25294;8;11
116635;-194119;48249;24731;8;11
110546;-169756;47869;26254;8;11
111239;-169018;47912;26300;2;11
115746;-183186;48194;25414;2;11
107134;-176310;47655;25844;8;11
112364;-169919;47982;26244;4;11
109064;-171116;47776;26169;1;11
106763;-176916;47632;25806;8;11
124606;-173555;48747;26016;2;11
108776;-169405;47758;26276;4;11
111152;-166575;47907;26453;4;11
114992;-179912;48147;25619;8;11
109980;-170819;47833;26187;2;11
109907;-164920;47829;26556;8;11
111430;-170043;47924;26236;4;11
125359;-173647;48794;26011;1;11
110983;-167914;47896;26369;2;11
106243;-176871;47600;25809;8;11
108197;-174297;47722;25970;2;11
109731;-177033;47818;25799;1;11
105624;-173779;47561;26002;2;11
123865;-181806;48701;25501;4;11
110053;-168763;47838;26316;1;11
111588;-169307;47934;26282;8;11
108977;-168651;47771;26323;8;11
109445;-176913;47800;25806;4;11
109920;-168921;47830;26306;4;11
115325;-182826;48167;25437;4;11
116890;-183663;48265;25385;2;11
108740;-165682;47756;26508;1;11
116655;-183637;48250;25386;8;11
121497;-168208;48553;26351;4;11
111710;-166638;47941;26449;2;11
117259;-181337;48288;25530;8;11
111641;-170739;47937;26192;4;11
108763;-165173;47757;26540;1;11
106378;-175538;47608;25892;1;11
116910;-180196;48266;25601;8;11
112182;-170431;47971;26212;4;11
111661;-166960;47938;26429;4;11
124409;-174051;48735;25985;4;11
109846;-169662;47825;26260;2;11
111169;-170985;47908;26177;1;11
110896;-169754;47891;26254;2;11
123938;-181481;48706;25521;8;11
